0,  301.8,  83.1, 1488.1840,   93.8890, -151.3286, 1477.4899, 
2,  308.4,  83.7, 1358.2516,   92.9410, -117.0962, 1349.9993, 
5,  302.6,  83.5, 1159.8966,   70.7862, -110.8783, 1152.4129, 
10,  312.2,  82.2, 896.6654,   81.9980, -90.5374, 888.3063, 
15,  322.2,  83.8, 689.3618,   59.1789, -45.8920, 685.2820, 
20,  324.5,  84.3, 545.9625,   44.2125, -31.5451, 543.2542, 
25,  317.8,  84.1, 427.9795,   32.6051, -29.5670, 425.7101, 
30,  316.0,  83.8, 346.9043,   26.8574, -25.9542, 344.8878, 
35,  319.4,  84.1, 289.6425,   22.4309, -19.2361, 288.1312, 
40,  313.8,  83.7, 252.3159,   19.1540, -19.9751, 250.7936, 
50,  332.0,  84.3, 198.6194,   17.4670,  -9.3008, 197.6311, 
60,  330.3,  85.1, 165.7453,   12.3538,  -7.0391, 165.1343, 
70,  335.7,  84.9, 146.2143,   11.7940,  -5.3222, 145.6406, 
85,  333.3,  83.6, 132.1760,   13.2421,  -6.6584, 131.3423, 
100,  316.8,  84.3, 121.8062,    8.7783,  -8.2483, 121.2092, 
