0,  270.4,  85.8, 1650.8510,    0.7968, -122.0583, 1646.3323, 
2,  253.8,  84.9, 1560.1557,  -38.4810, -132.2818, 1554.0613, 
5,  264.9,  85.7, 1369.0183,   -9.0734, -101.6639, 1365.2081, 
10,  268.4,  84.3, 1099.9600,   -3.0520, -108.2941, 1094.6118, 
15,  265.0,  85.4, 861.3071,   -6.0138, -69.1591, 858.5049, 
20,  261.9,  85.1, 699.2964,   -8.4494, -59.6648, 696.6952, 
25,  249.5,  82.8, 578.1058,  -25.4611, -68.0916, 573.5168, 
30,  251.3,  83.9, 467.5237,  -15.9216, -46.9831, 464.8844, 
35,  250.3,  83.5, 397.2662,  -15.1473, -42.2923, 394.7180, 
40,  263.8,  84.4, 344.9933,   -3.6684, -33.6775, 343.3261, 
50,  254.1,  84.1, 262.7676,   -7.4496, -26.1827, 261.3537, 
60,  254.0,  83.7, 209.3682,   -6.3822, -22.2362, 208.0862, 
70,  237.7,  83.7, 178.7371,  -10.4716, -16.5606, 177.6599, 
80,  259.0,  83.9, 163.8160,   -3.3377, -17.1920, 162.8772, 
90,  250.0,  83.7, 152.7436,   -5.7432, -15.8014, 151.8155, 
100,  247.6,  84.0, 147.1354,   -5.8485, -14.1626, 146.3354, 
