0,  86.3,  -4.7,   4.1774,    0.2660,   4.1550,  -0.3413, 
2,  90.9,  -3.4,   3.2988,   -0.0489,   3.2928,  -0.1930, 
5,  89.2,  -5.7,   3.4522,    0.0489,   3.4350,  -0.3417, 
10,  89.4,  -1.1,   2.6506,    0.0290,   2.6500,  -0.0520, 
15,  89.6,  -3.0,   2.6337,    0.0176,   2.6301,  -0.1372, 
20,  84.8,  -3.5,   1.7079,    0.1552,   1.6976,  -0.1047, 
25,  84.5,  -4.5,   1.7524,    0.1674,   1.7389,  -0.1387, 
30,  95.3,  -0.2,   1.4699,   -0.1345,   1.4637,  -0.0054, 
35,  90.8,   9.4,   1.0838,   -0.0153,   1.0693,   0.1762, 
40,  113.9,  18.2,   0.7759,   -0.2981,   0.6741,   0.2423, 
50,  92.3,  52.1,   0.4704,   -0.0115,   0.2889,   0.3711, 
60,  150.5,  73.4,   1.0091,   -0.2515,   0.1422,   0.9669, 
70,  79.4,   3.6,   0.9848,    0.1804,   0.9661,   0.0619, 
85,  91.8,  -30.6,   1.6631,   -0.0451,   1.4308,  -0.8465, 
100,  159.1,  17.1,   0.8002,   -0.7147,   0.2729,   0.2347, 
