0,  312.7,  84.2, 2224.2604,  152.0658, -164.9221, 2212.9192, 
2,  302.6,  83.1, 1983.4491,  127.8668, -199.7302, 1969.2202, 
5,  312.9,  82.6, 1656.8513,  146.0963, -157.1793, 1642.8958, 
10,  327.4,  83.7, 1231.1713,  114.6131, -73.3004, 1223.6313, 
15,  311.7,  85.0, 919.7047,   53.2976, -59.7486, 916.2129, 
20,  302.8,  83.8, 682.3398,   39.6631, -61.4932, 678.4048, 
25,  311.9,  84.4, 548.3178,   35.8685, -40.0306, 545.6770, 
30,  321.0,  84.0, 456.0223,   36.9334, -29.8617, 453.5422, 
35,  326.5,  84.6, 388.8337,   30.5366, -20.1803, 387.1071, 
40,  327.4,  83.7, 342.3200,   31.4890, -20.1128, 340.2748, 
50,  323.9,  85.2, 279.8347,   18.9579, -13.8285, 278.8491, 
60,  324.6,  84.9, 247.0470,   17.7580, -12.6061, 246.0852, 
70,  330.1,  83.9, 220.9031,   20.2928, -11.6912, 219.6581, 
85,  321.6,  83.7, 202.8900,   17.4581, -13.8285, 201.6639, 
100,  321.4,  85.4, 187.3129,   11.8412,  -9.4490, 186.6993, 
