0,  319.4,  84.6, 1343.2290,   95.3206, -81.5876, 1337.3562, 
2,  312.3,  81.7, 1358.2707,  131.7258, -144.7739, 1344.0938, 
5,  312.4,  82.9, 1118.0743,   93.7374, -102.5957, 1109.4042, 
7,  312.2,  81.4, 947.8598,   95.5047, -105.2024, 937.1497, 
10,  313.0,  82.9, 801.7979,   67.9063, -72.8766, 795.5863, 
12,  292.0,  64.0, 353.4847,   58.1349, -143.7945, 317.6395, 
15,  238.8,  85.3, 595.2509,  -25.1464, -41.5449, 593.2666, 
18,  324.0,  84.5, 502.2938,   39.2033, -28.4526, 499.9526, 
20,  313.4,  83.9, 445.2700,   32.5761, -34.4538, 442.7381, 
22,  309.1,  83.6, 411.0108,   29.1153, -35.8308, 408.4095, 
25,  321.6,  80.9, 363.8872,   45.3518, -35.8897, 359.2618, 
28,  311.5,  83.0, 320.0939,   25.9858, -29.3583, 317.6837, 
30,  313.3,  82.1, 298.9982,   28.2243, -29.9106, 296.1565, 
35,  306.7,  82.4, 257.2393,   20.4190, -27.3481, 254.9651, 
40,  312.3,  81.2, 230.4880,   23.6148, -25.9564, 227.8011, 
45,  314.8,  82.8, 207.7484,   18.3940, -18.5339, 206.1008, 
50,  299.4,  82.2, 188.5820,   12.5990, -22.3335, 186.8305, 
60,  326.2,  81.7, 165.5501,   19.8373, -13.2838, 163.8196, 
70,  315.1,  81.8, 150.8553,   15.1688, -15.1099, 149.3282, 
80,  302.9,  82.6, 141.6488,    9.8818, -15.2940, 140.4736, 
90,  313.1,  81.6, 133.0937,   13.2911, -14.1821, 131.6668, 
100,  302.1,  81.6, 129.1018,   10.0365, -16.0009, 127.7126, 
