0,  182.3,   8.9,   6.4878,   -6.4050,  -0.2562,   1.0006, 
5,  180.0,   6.9,   5.4699,   -5.4300,   0.0011,   0.6593, 
10,  188.1,   6.4,   4.7594,   -4.6829,  -0.6639,   0.5302, 
15,  177.7,   9.0,   4.4527,   -4.3944,   0.1737,   0.6969, 
20,  185.6,   7.7,   3.8163,   -3.7639,  -0.3699,   0.5098, 
25,  183.7,  17.4,   3.3043,   -3.1467,  -0.2023,   0.9880, 
30,  180.5,  17.7,   2.3925,   -2.2793,  -0.0187,   0.7269, 
35,  171.2,   5.0,   1.5385,   -1.5148,   0.2336,   0.1330, 
40,  126.3,   7.2,   0.9712,   -0.5705,   0.7766,   0.1209, 
40,  126.3,   7.2,   0.9712,   -0.5705,   0.7766,   0.1209, 
65,  151.7,  27.3,   0.8379,   -0.6557,   0.3534,   0.3836, 
80,  134.4,  48.5,   0.2113,   -0.0978,   0.1000,   0.1583, 
100,  172.9,  25.3,   0.4593,   -0.4122,   0.0517,   0.1959, 
