0,  94.2,  -9.0,   6.1327,   -0.4412,   6.0418,  -0.9547, 
2,  97.8,  -10.0,   5.0393,   -0.6740,   4.9169,  -0.8745, 
5,  97.1,  -11.6,   4.1635,   -0.5076,   4.0465,  -0.8383, 
10,  92.4,  -12.6,   3.5177,   -0.1463,   3.4292,  -0.7703, 
15,  98.3,  -12.4,   3.0542,   -0.4285,   2.9522,  -0.6550, 
20,  93.9,  -13.7,   2.2406,   -0.1471,   2.1722,  -0.5296, 
25,  96.6,  -11.9,   2.2474,   -0.2545,   2.1841,  -0.4643, 
30,  97.4,  -24.0,   1.5007,   -0.1762,   1.3593,  -0.6110, 
35,  102.0,   4.1,   1.4560,   -0.3023,   1.4205,   0.1030, 
40,  91.0,  -1.1,   2.4155,   -0.0411,   2.4148,  -0.0444, 
50,  113.9,  68.5,   2.1318,   -0.3172,   0.7144,   1.9833, 
60,  221.9,   8.8,   2.9517,   -2.1699,  -1.9497,   0.4501, 
70,  90.6,  -39.5,   1.7513,   -0.0142,   1.3518,  -1.1133, 
85,  188.7,  69.3,   2.4441,   -0.8539,  -0.1306,   2.2864, 
100,  86.8,  12.9,   2.0455,    0.1105,   1.9908,   0.4568, 
