0,  321.6,  85.6, 1045.2338,   62.2319, -49.3854, 1042.2102, 
2,  302.4,  84.1, 912.9490,   50.0871, -78.8405, 908.1582, 
5,  301.6,  86.8, 755.9534,   22.3936, -36.3448, 754.7470, 
10,  323.6,  84.5, 598.5495,   46.5115, -34.2473, 595.7561, 
15,  274.3,  83.3, 461.2528,    4.0467, -53.4566, 458.1268, 
20,  269.5,  83.9, 371.2644,   -0.3234, -39.5039, 369.1566, 
25,  270.1,  42.6, 191.5008,    0.3310, -140.9638, 129.6211, 
30,  266.9,  84.2, 255.6492,   -1.3990, -25.7091, 254.3494, 
35,  279.9,  83.7, 218.4916,    4.1219, -23.6406, 217.1697, 
40,  260.0,  83.1, 189.3578,   -3.9639, -22.4071, 187.9856, 
50,  283.4,  85.0, 154.7444,    3.1065, -13.0200, 154.1644, 
60,  267.9,  84.6, 128.6921,   -0.4438, -12.0272, 128.1281, 
70,  276.6,  84.0, 114.9490,    1.3915, -11.9444, 114.3183, 
N=,  269.3,  82.3, 103.9072,   -0.1655, -13.9377, 102.9681, 
100,  279.4,  84.3,  96.2489,    1.5720,  -9.4999,  95.7660, 
