0,  22.9,  15.4,   6.6130,    5.8718,   2.4845,   1.7555, 
2,  22.7,  17.6,   5.8058,    5.1057,   2.1362,   1.7536, 
5,  19.1,  18.0,   5.1055,    4.5879,   1.5924,   1.5753, 
10,  25.3,  16.7,   4.5391,    3.9318,   1.8559,   1.3037, 
15,  26.2,  13.7,   4.3497,    3.7913,   1.8666,   1.0303, 
20,  20.0,  28.7,   3.8224,    3.1497,   1.1464,   1.8372, 
25,  19.1,  12.5,   2.8126,    2.5953,   0.8974,   0.6083, 
30,  36.5,  22.8,   2.3771,    1.7620,   1.3030,   0.9211, 
35,  42.6,  12.4,   2.3414,    1.6833,   1.5481,   0.5018, 
40,  37.8,   7.8,   1.4433,    1.1304,   0.8760,   0.1951, 
50,  52.4,  11.3,   0.7441,    0.4453,   0.5782,   0.1455, 
60,  67.2,  72.2,   0.5656,    0.0672,   0.1596,   0.5385, 

75,  171.5,  22.6,   3.0237,   -2.7602,   0.4147,   1.1628, 
85,  192.5,  20.3,   2.2806,   -2.0881,  -0.4628,   0.7916, 
100,  355.1,  23.2,   0.7267,    0.6652,  -0.0573,   0.2868, 
